Invoice #,Vendor Name,Invoice Amount,Transaction Date,Entry Date,Posting Timestamp,Description,Department
INV-10066,Initech Consulting,20804.58,08/11/2024,11-Aug-2024,2024-08-11 13:45:00,Purchase order for Initech Consulting,Procurement
INV-11297,Fabrikam Supplies,847.57,01/01/2024,01/02/2024,2024-01-01 13:30:00,Purchase order for Fabrikam Supplies,Facilities
INV-11073,Gekko & Co Capital,817.29,"January 01, 2023",01-Jan-2023,2023-01-01 13:00:00,Holiday posting test,Operations
INV-11206,Cyberdyne Systems,"$3,945.71","February 04, 2024",2024-02-06T00:00:00,2024-02-04 17:45:00,Purchase order for Cyberdyne Systems,Marketing
INV-11031,Acme Global Holdings,37736.98,19/12/2024,2024-12-22T00:00:00,2024-12-19 10:55:00,Purchase order for Acme Global Holdings,Marketing
INV-11454,Bluth Company,16000.00,2023-08-14,14/08/2023,2023-08-14 14:00:00,Round dollar test,Procurement
INV-11486,Vandelay Industries,39612.13,2023-02-18T00:00:00,22/02/2023,2023-02-18 18:25:00,Purchase order for Vandelay Industries,Facilities
INV-11200,Cyberdyne Systems, 39485.13 ,2024-06-26T00:00:00,01/07/2024,2024-06-26 12:01:00,Purchase order for Cyberdyne Systems,IT
INV-10138,Massive Dynamic,"$4,192.04",2023-08-25T00:00:00,2023-08-26,2023-08-25 12:52:00,Purchase order for Massive Dynamic,
INV-11169,Gekko & Co Capital,"$32,078.97",2023-10-30T00:00:00,31-Oct-2023,2023-10-30 16:29:00,Purchase order for Gekko & Co Capital,Procurement
INV-11194,Bluth Company,20000.00,"February 05, 2024",05/02/2024,2024-02-05 16:00:00,Split transaction test,Procurement
INV-10181,Genco Pura Olive Oil,"19,500.00",2024-03-13,13/03/2024,2024-03-13 14:00:00,Round dollar test,Procurement
INV-11326,Wayne Enterprises,5458.12,2023-05-26,28/05/2023,2023-05-26 13:29:00,Purchase order for Wayne Enterprises,Finance
INV-10822,Contoso Manufacturing,19914.07,17/09/2024,09/22/2024,2024-09-17 10:50:00,Purchase order for Contoso Manufacturing,Procurement
INV-10405,Sterling Cooper Ads,25558.82,2024-04-19T00:00:00,2024-04-19,2024-04-19 03:30:00,After-hours entry test,-
INV-10725,  Wonka Distribution  , 6790.13 ,21-Sep-2024,21-Sep-2024,2024-09-21 15:30:00,Purchase order for Wonka Distribution,IT
INV-10548,Umbrella Logistics, 30871.46 ,2023-01-07T00:00:00,10/01/2023,2023-01-07 11:14:00,Purchase order for Umbrella Logistics,Procurement
INV-10566,Sterling Cooper Ads,"$13,961.05",05/09/2023,14-May-2023,2023-05-09 12:27:00,Purchase order for Sterling Cooper Ads,NaN
INV-10952,  北京贸易公司  ,1817.05,06-Dec-2023,11-Dec-2023,2023-12-06 09:04:00,null,IT
INV-10580,Stark Materials Co., 24835.66 ,07/26/2023,07/29/2023,2023-07-26 10:26:00,Purchase order for Stark Materials Co.,N/A
INV-11203,Tyrell Corporation,31022.20,05-Feb-2024,06/02/2024,2024-02-05 15:18:00,Purchase order for Tyrell Corporation,Finance
INV-10086,Wonka Distribution,4604.68,"December 04, 2024",08/12/2024,2024-12-04 11:12:00,Purchase order for Wonka Distribution,-
INV-10346,Pied Piper Compression, 5049.25 ,30/07/2024,30/07/2024,2024-07-30 00:42:00,After-hours entry test,IT
INV-10894,Soylent Foods Ltd.,27476.43,2024-02-26,2024-03-02,2024-02-26 12:01:00,Purchase order for Soylent Foods Ltd.,IT
INV-10913,Gekko & Co Capital,13351.40,2023-03-07,2023-03-07,2023-03-07 13:55:00,Purchase order for Gekko & Co Capital,NA
INV-11225,Weyland-Yutani Corp,"$40,666.19",19-Sep-2023,2023-09-19,2023-09-19 10:36:00,NaN,--
INV-11099,Bluth Company,28000.00,"March 15, 2024",2024-03-15T00:00:00,2024-03-15 14:00:00,Round dollar test,Procurement
INV-10466,Weyland-Yutani Corp,2057610.23,21-May-2023,2023-05-21T00:00:00,2023-05-21 09:00:00,Vendor concentration test,Procurement
INV-10793,+CMD|'/c calc'!A1,2900.60,27-Nov-2024,2024-12-01T00:00:00,2024-11-27 13:47:00,  Purchase order for Pied Piper Compression  ,Marketing
INV-11174,Globex Industrial,33421.43,"July 28, 2024",2024-07-29,2024-07-28 09:00:00,Duplicate test group 0 copy 1,Procurement
INV-10056,Gekko & Co Capital,"38,507.38",07/08/2023,08/07/2023,2023-07-08 09:54:00,Purchase order for Gekko & Co Capital,--
INV-10013,Bluth Company,"20,000.00",02/05/2024,2024-02-05T00:00:00,2024-02-05 16:00:00,Split transaction test,Procurement
INV-10350,Wonka Distribution,203.25,10-Apr-2023,2023-04-10T00:00:00,2023-04-10 07:28:00,Purchase order for Wonka Distribution,IT
INV-11002,Dunder Mifflin Paper,23024.95,"March 15, 2024",2024-03-18,2024-03-15 17:59:00,Purchase order for Dunder Mifflin Paper,Finance
INV-11362,Stark Materials Co.,8603.32,03/04/2023,2023-03-04T00:00:00,2023-03-04 11:00:00,Weekend posting test,Operations
INV-11171,Fabrikam Supplies,"40,873.87",NA,07/12/2023,2023-07-11 12:59:00,--,Operations
INV-11275,Globex Industrial,10000.00,23/07/2023,23-Jul-2023,2023-07-23 14:00:00,Round dollar test,Procurement
INV-11117,  Northwind Traders  , 39026.34 ,2024-02-26T00:00:00,02/29/2024,2024-02-26 18:23:00,Purchase order for Northwind Traders,Facilities
INV-11313,Genco Pura Olive Oil,21696.97,03/16/2023,2023-03-16,2023-03-16 10:50:00,Purchase order for Genco Pura Olive Oil,Procurement
INV-11276,Wayne Enterprises,11177.86,22/10/2023,2023-10-22,2023-10-22 08:25:00,Purchase order for Wayne Enterprises,Facilities
INV-10150,Aperture Science,24849.57,"September 03, 2024",06-Sep-2024,2024-09-03 16:23:00,None,Finance
INV-11405,Hooli Cloud Services,"2,322.95",2023-05-03T00:00:00,06/05/2023,2023-05-03 14:30:00,Purchase order for Hooli Cloud Services,null
INV-10000,Pied Piper Compression,"$23,394.69",21/02/2024,02/25/2024,2024-02-21 13:00:00,Purchase order for Pied Piper Compression,Marketing
INV-10304,+CMD|'/c calc'!A1,26196.74,12/22/2024,24/12/2024,2024-12-22 14:27:00,None,
INV-10995,Northwind Traders, 15310.87 ,2023-07-08,2023-07-13T00:00:00,2023-07-08 09:50:00,Purchase order for Northwind Traders,Operations
INV-10500,Umbrella Logistics,8448.78,2024-05-25,2024-05-29,2024-05-25 18:15:00,Purchase order for Umbrella Logistics,Operations
INV-11431,Ünïcode Vendörs Ltd.,22441.58,24/07/2024,2024-07-29,2024-07-24 17:05:00,Purchase order for Ünïcode Vendörs Ltd.,Operations
INV-11116,+CMD|'/c calc'!A1, 36770.42 ,23/08/2024,"August 24, 2024",2024-08-23 12:22:00,Purchase order for Umbrella Logistics,Operations
INV-10774,Hooli Cloud Services,4582.50,13-Sep-2024,13-Sep-2024,2024-09-13 17:43:00,Purchase order for Hooli Cloud Services,N/A
INV-10296,Contoso Manufacturing,24740.36,24/12/2024,24-Dec-2024,2024-12-24 10:21:00,Purchase order for Contoso Manufacturing,Operations
INV-10268,Contoso Manufacturing,"$24,500.00",11-Apr-2023,04/11/2023,2023-04-11 14:00:00,Round dollar test,Procurement
INV-11355,Aperture Science,43217.36,04/12/2023,2023-12-09T00:00:00,2023-12-04 11:21:00,Purchase order for Aperture Science,Marketing
INV-11480,Acme Global Holdings,"$25,287.39",2024-05-31,04/06/2024,2024-05-31 18:44:00,Purchase order for Acme Global Holdings,null
INV-11041,Soylent Foods Ltd.,6980.01,26/01/2023,2023-01-29,2023-01-26 09:40:00,Purchase order for Soylent Foods Ltd.,Procurement
INV-10981,Dunder Mifflin Paper,17406.75,"November 30, 2023",2023-11-30T00:00:00,2023-11-30 15:08:00,Purchase order for Dunder Mifflin Paper,
INV-10443,Wonka Distribution,"$22,452.22",2024-11-18,19/11/2024,2024-11-18 07:26:00,Purchase order for Wonka Distribution,Marketing
INV-11235,Weyland-Yutani Corp,"$12,021.54",2024-03-11T00:00:00,2024-03-12,2024-03-11 13:31:00,  Purchase order for Weyland-Yutani Corp  ,Finance
INV-11426,Hooli Cloud Services,12695.94,2023-09-20T00:00:00,21-Sep-2023,2023-09-20 09:53:00,Purchase order for Hooli Cloud Services,Operations
INV-11323,  Stark Materials Co.  ,22511.18,"March 22, 2023",03/26/2023,2023-03-22 15:12:00,Purchase order for Stark Materials Co.,Operations
,,,,,,Row with all canonical fields blank,Operations
INV-10050,北京贸易公司,"4,117.05",01-Dec-2023,06/12/2023,2023-12-01 12:23:00,Purchase order for 北京贸易公司,null
INV-11195,Pied Piper Compression,37585.22,"September 09, 2024",14/09/2024,2024-09-09 15:55:00,null,IT
INV-11155,=SUM(A1:A10), 43371.99 ,03/09/2023,06-Sep-2023,2023-09-03 09:55:00,  Purchase order for Contoso Manufacturing  ,--
INV-11400,  Wonka Distribution  ,"$26,751.65",05-Jun-2023,10/06/2023,2023-06-05 10:46:00,Purchase order for Wonka Distribution,Marketing
INV-10928,Tyrell Corporation, 16049.19 ,16-Sep-2024,16-Sep-2024,2024-09-16 11:12:00,  Purchase order for Tyrell Corporation  ,Facilities
INV-10227,Wonka Distribution,60304.35,2023-04-17,2023-04-17T00:00:00,2023-04-17 15:00:00,Materiality breach test,Finance
INV-10076,Globex Industrial,944.91,2024-11-15T00:00:00,2024-11-15T00:00:00,2024-11-15 07:33:00,Purchase order for Globex Industrial,Finance
INV-11112,Vandelay Industries,"10,315.87",2024-02-21T00:00:00,"February 25, 2024",2024-02-21 07:37:00,Purchase order for Vandelay Industries,N/A
INV-11300,Contoso Manufacturing,"57,801.47",06-Dec-2023,06/12/2023,2023-12-06 15:00:00,Materiality breach test,null
INV-10742,Contoso Manufacturing,18962.19,01/10/2024,15-Jan-2024,2024-01-10 14:54:00,Purchase order for Contoso Manufacturing,Operations
INV-10467,Stark Materials Co.,3918.48,07/09/2024,2024-07-13,2024-07-09 11:57:00,Purchase order for Stark Materials Co.,Operations
INV-10783,Pied Piper Compression,1254.38,11/06/2024,06/16/2024,2024-06-11 13:09:00,Purchase order for Pied Piper Compression,
INV-11474,Hooli Cloud Services, 11126.35 ,2023-12-03,2023-12-03T00:00:00,2023-12-03 11:00:00,Weekend posting test,Operations
INV-10164,Dunder Mifflin Paper,31503.86,2024-08-08,10/08/2024,2024-08-08 17:58:00,Purchase order for Dunder Mifflin Paper,
INV-10941,Bluth Company,"$40,682.99",2023-11-25,2023-11-25,2023-11-25 11:00:00,Weekend posting test,Operations
INV-10784,Pied Piper Compression,19707.01,"August 22, 2023",2023-08-24,2023-08-22 12:42:00,Purchase order for Pied Piper Compression,Procurement
INV-10902,Oscorp Chemical,19255.29,2024-10-02T00:00:00,10/03/2024,2024-10-02 11:27:00,Purchase order for Oscorp Chemical,
INV-10969,Globex Industrial,24958.16,10/24/2024,2024-10-24,2024-10-24 06:41:00,After-hours entry test,IT
INV-10005,Ünïcode Vendörs Ltd., 20060.39 ,04/18/2023,"April 23, 2023",2023-04-18 18:05:00,Purchase order for Ünïcode Vendörs Ltd.,IT
INV-10402,Initech Consulting,25567.86,07/02/2024,09/02/2024,2024-02-07 15:21:00,Purchase order for Initech Consulting,Marketing
INV-10917,Stark Materials Co.,--,01/16/2023,01/16/2023,2023-01-16 17:57:00,Purchase order for Stark Materials Co.,Finance
INV-10442,Contoso Manufacturing,3817.36,12-Apr-2024,16/04/2024,2024-04-12 09:27:00,Purchase order for Contoso Manufacturing,
INV-11146,Los Pollos Hermanos, 1820.75 ,"September 11, 2023",2023-09-11,2023-09-11 16:51:00,Purchase order for Los Pollos Hermanos,Marketing
INV-10242,Sterling Cooper Ads,28427.29,2024-06-01T00:00:00,03/06/2024,2024-06-01 16:43:00,Purchase order for Sterling Cooper Ads,null
INV-10868,Aperture Science, 21500.00 ,02/08/2023,2023-02-08T00:00:00,2023-02-08 14:00:00,Round dollar test,Procurement
INV-11178,Initech Consulting,"23,015.34","June 18, 2023",06/18/2023,2023-06-18 10:13:00,Purchase order for Initech Consulting,Operations
INV-11021,  Hooli Cloud Services  ,"$24,106.77",07/01/2024,2024-07-01,2024-07-01 17:17:00,Purchase order for Hooli Cloud Services,Facilities
INV-10213,Prestige Worldwide,"17,534.45","June 24, 2023","June 27, 2023",2023-06-24 17:37:00,Purchase order for Prestige Worldwide,Marketing
INV-10569,Aperture Science,"$22,463.78",2023-06-11,2023-06-13T00:00:00,2023-06-11 13:06:00,  Purchase order for Aperture Science  ,
INV-11470,Umbrella Logistics,"28,587.49",26-May-2024,29-May-2024,2024-05-26 11:37:00,Purchase order for Umbrella Logistics,
INV-11068,Wonka Distribution,"$31,179.53",2023-12-10T00:00:00,13-Dec-2023,2023-12-10 14:00:00,Purchase order for Wonka Distribution,None
INV-10403,Acme Global Holdings,33574.73,15-Mar-2024,18-Mar-2024,2024-03-15 11:35:00,Purchase order for Acme Global Holdings,
INV-10214,  Initech Consulting  ,12575.02,2024-11-08,2024-11-11T00:00:00,2024-11-08 13:40:00,Purchase order for Initech Consulting,Procurement
INV-10132,Los Pollos Hermanos, 21454.16 ,"May 07, 2024",2024-05-11T00:00:00,2024-05-07 10:43:00,Purchase order for Los Pollos Hermanos,Finance
INV-10113,Initech Consulting,20819.00,05-Feb-2023,02/08/2023,2023-02-05 07:36:00,Purchase order for Initech Consulting,IT
INV-10025,Wonka Distribution,19494.93,"October 20, 2024",2024-10-20,2024-10-20 16:51:00,Purchase order for Wonka Distribution,Procurement
INV-10323,  北京贸易公司  ,6061.80,2023-12-15T00:00:00,17-Dec-2023,2023-12-15 12:06:00,Purchase order for 北京贸易公司,Facilities
INV-10426,Wayne Enterprises,"43,668.72",02/23/2024,26-Feb-2024,2024-02-23 17:17:00,Purchase order for Wayne Enterprises,None
INV-11288,Oscorp Chemical,"22,358.06",2023-07-15,20/07/2023,2023-07-15 09:18:00,Purchase order for Oscorp Chemical,Finance
INV-10554,Gekko & Co Capital,39674.96,12-Oct-2023,"October 17, 2023",2023-10-12 08:31:00,Purchase order for Gekko & Co Capital,Procurement
INV-10143,Genco Pura Olive Oil,"30,806.00",07/11/2024,2024-11-09T00:00:00,2024-11-07 12:53:00,Purchase order for Genco Pura Olive Oil,Procurement
INV-10110,Pied Piper Compression, 29341.02 ,"March 13, 2024",14/03/2024,2024-03-13 07:39:00,Purchase order for Pied Piper Compression,IT
INV-10530,Hooli Cloud Services,1500.00,2023-01-18T00:00:00,01/18/2023,2023-01-18 14:00:00,Round dollar test,Procurement
INV-10998,Acme Global Holdings,10798.92,2024-09-01T00:00:00,2024-09-04T00:00:00,2024-09-01 17:15:00,  Purchase order for Acme Global Holdings  ,N/A
INV-10598,Bluth Company,33201.77,28/12/2024,2024-12-28,2024-12-28 08:09:00,Purchase order for Bluth Company,
INV-10948,Oscorp Chemical,24895.21,2024-11-04,"November 07, 2024",2024-11-04 10:46:00,Purchase order for Oscorp Chemical,Facilities
INV-10717,Oscorp Chemical,"$31,586.30",2023-11-19,2023-11-24T00:00:00,2023-11-19 17:31:00,Purchase order for Oscorp Chemical,Facilities
INV-11057,Initech Consulting,43040.68,2023-03-09T00:00:00,"March 12, 2023",2023-03-09 13:20:00,Purchase order for Initech Consulting,Marketing
INV-10190,Acme Global Holdings,41505.78,05/03/2024,10/03/2024,2024-03-05 14:03:00,Purchase order for Acme Global Holdings,Procurement
INV-10889,Cyberdyne Systems,41501.32,2024-12-03,"December 06, 2024",2024-12-03 18:10:00,Purchase order for Cyberdyne Systems,-
INV-10526,Initech Consulting,14061.78,10-Jul-2024,10/07/2024,2024-07-10 12:16:00,Purchase order for Initech Consulting,NA
INV-10293,Soylent Foods Ltd.,"$2,421.20",09-Apr-2024,13/04/2024,2024-04-09 18:37:00,Purchase order for Soylent Foods Ltd.,Marketing
INV-10713,Acme Global Holdings,"$31,220.46",2023-10-15,19-Oct-2023,2023-10-15 09:16:00,Purchase order for Acme Global Holdings,None
INV-11316,Initech Consulting,27894.32,05/16/2023,05/20/2023,2023-05-16 17:11:00,  Purchase order for Initech Consulting  ,IT
INV-11252,Oscorp Chemical,4164.96,28/12/2023,2023-12-29,2023-12-28 07:53:00,Purchase order for Oscorp Chemical,
INV-11017,Genco Pura Olive Oil,30169.25,23/03/2023,"March 26, 2023",2023-03-23 10:04:00,Purchase order for Genco Pura Olive Oil,Facilities
INV-10277,Prestige Worldwide,30933.45,30-Nov-2023,2023-12-02T00:00:00,2023-11-30 09:27:00,Purchase order for Prestige Worldwide,
INV-11376,Bluth Company,20018.44,04/11/2023,2023-11-09,2023-11-04 09:29:00,  Purchase order for Bluth Company  ,Facilities
INV-11299,Acme Global Holdings,11836.23,2023-12-20T00:00:00,12/25/2023,2023-12-20 17:21:00,Purchase order for Acme Global Holdings,Procurement
INV-10818,Globex Industrial,35056.04,28/01/2024,02/01/2024,2024-01-28 17:14:00,Purchase order for Globex Industrial,N/A
INV-11126,Umbrella Logistics,2833.59,2023-05-14,2023-05-14T00:00:00,2023-05-14 15:54:00,Purchase order for Umbrella Logistics,Operations
INV-10523,Gekko & Co Capital,5198.45,08-Nov-2023,09-Nov-2023,2023-11-08 15:18:00,  Purchase order for Gekko & Co Capital  ,Procurement
INV-10014,Los Pollos Hermanos,"$37,968.82",2024-11-01T00:00:00,2024-11-03,2024-11-01 18:09:00,Purchase order for Los Pollos Hermanos,IT
INV-10747,Soylent Foods Ltd.,"$6,844.22",2023-06-03,2023-06-03,2023-06-03 13:42:00,  Purchase order for Soylent Foods Ltd.  ,
INV-11414,Northwind Traders,41547.90,2023-03-25,03/29/2023,2023-03-25 14:16:00,Purchase order for Northwind Traders,
INV-10730,Aperture Science,"$13,606.12",07/10/2024,2024-10-07T00:00:00,2024-10-07 12:35:00,Purchase order for Aperture Science,Facilities
INV-10058,Acme Global Holdings, 28640.51 ,2024-10-20,24/10/2024,2024-10-20 14:19:00,Purchase order for Acme Global Holdings,Procurement
INV-10728,Soylent Foods Ltd.,7109.11,10/06/2023,15/06/2023,2023-06-10 15:55:00,Purchase order for Soylent Foods Ltd.,Facilities
INV-10820,北京贸易公司, 13607.66 ,12/17/2024,"December 17, 2024",2024-12-17 10:22:00,Purchase order for 北京贸易公司,Facilities
INV-10091,Initech Consulting,17091.67,2024-08-04T00:00:00,2024-08-09,2024-08-04 09:50:00,Purchase order for Initech Consulting,Operations
INV-10046,Soylent Foods Ltd., 13644.42 ,"August 03, 2024",03/08/2024,2024-08-03 11:00:00,Weekend posting test,Operations
INV-10456,北京贸易公司,"33,197.95",03/30/2023,02-Apr-2023,2023-03-30 08:35:00,Purchase order for 北京贸易公司,Finance
INV-10584,Umbrella Logistics,"$42,846.82",14-Aug-2023,"August 14, 2023",2023-08-14 10:00:00,Possible duplicate payment,Finance
INV-10093,Gekko & Co Capital,"39,593.09",05/13/2023,2023-05-14,2023-05-13 16:41:00,  Purchase order for Gekko & Co Capital  ,Marketing
INV-10570,Contoso Manufacturing, 23531.06 ,20/12/2024,2024-12-22T00:00:00,2024-12-20 13:51:00,Purchase order for Contoso Manufacturing,Operations
INV-11404,  Tyrell Corporation  ,38715.68,"September 23, 2024","September 23, 2024",2024-09-23 08:01:00,Purchase order for Tyrell Corporation,Procurement
INV-10223,Los Pollos Hermanos,36983.80,10-May-2024,11/05/2024,2024-05-10 10:01:00,Purchase order for Los Pollos Hermanos,Finance
INV-10136,Umbrella Logistics, 18757.66 ,11-Aug-2024,12-Aug-2024,2024-08-11 08:02:00,Purchase order for Umbrella Logistics,Facilities
INV-10223,NaN,36983.80,10-May-2024,11/05/2024,2024-05-10 10:01:00,Purchase order for Los Pollos Hermanos,Finance
INV-11407,Initech Consulting,"$41,762.00",2024-07-14,18-Jul-2024,2024-07-14 14:44:00,Purchase order for Initech Consulting,Facilities
INV-10836,Prestige Worldwide,"$41,553.34",09-Nov-2024,13-Nov-2024,2024-11-09 14:59:00,Purchase order for Prestige Worldwide,
INV-10973,Wonka Distribution,33256.94,2024-08-15T00:00:00,2024-08-17T00:00:00,2024-08-15 10:02:00,Purchase order for Wonka Distribution,Marketing
INV-10588,Genco Pura Olive Oil,"4,490.11",08/03/2023,"August 04, 2023",2023-08-03 14:48:00,Purchase order for Genco Pura Olive Oil,Procurement
INV-11347,Fabrikam Supplies,26734.16,03/18/2024,2024-03-18T00:00:00,2024-03-18 13:39:00,  Purchase order for Fabrikam Supplies  ,Finance
INV-10465,Wonka Distribution,27778.65,2023-07-05T00:00:00,10-Jul-2023,2023-07-05 13:19:00,  Purchase order for Wonka Distribution  ,Facilities
INV-10130,Acme Global Holdings,23477.09,04/11/2024,"April 15, 2024",2024-04-11 07:49:00,Purchase order for Acme Global Holdings,Finance
INV-10875,Wayne Enterprises,22538.44,"March 22, 2023",03/22/2023,2023-03-22 12:53:00,Purchase order for Wayne Enterprises,IT
INV-11295,Bluth Company,6483.46,29/06/2023,2023-06-30,2023-06-29 14:59:00,Purchase order for Bluth Company,
INV-10970,Prestige Worldwide,18761.59,27-Mar-2024,03/30/2024,2024-03-27 08:17:00,Purchase order for Prestige Worldwide,IT
INV-10504,Fabrikam Supplies,11995.02,2023-10-26T00:00:00,2023-10-31T00:00:00,2023-10-26 18:18:00,Purchase order for Fabrikam Supplies,Procurement
INV-10454,  Contoso Manufacturing  ,21969.29,29-Jan-2023,2023-02-01,2023-01-29 13:33:00,Purchase order for Contoso Manufacturing,Operations
INV-11459,  Ünïcode Vendörs Ltd.  ,20226.77,2023-09-15,09/15/2023,2023-09-15 14:46:00,Purchase order for Ünïcode Vendörs Ltd.,IT
INV-11492,Vandelay Industries,397.96,2023-05-09,"May 10, 2023",2023-05-09 09:00:00,Duplicate test group 2 copy 1,Procurement
INV-10550,Umbrella Logistics,"$33,573.69",2024-10-01,2024-10-01,2024-10-01 16:12:00,Purchase order for Umbrella Logistics,Marketing
INV-11226,Wayne Enterprises,31922.77,30/07/2024,02/08/2024,2024-07-30 08:39:00,Purchase order for Wayne Enterprises,Procurement
INV-10864,Vandelay Industries,23603.22,03-Mar-2024,06-Mar-2024,2024-03-03 15:53:00,Purchase order for Vandelay Industries,Facilities
INV-11026,Genco Pura Olive Oil,24319.72,12/24/2024,"December 25, 2024",2024-12-24 17:44:00,  Purchase order for Genco Pura Olive Oil  ,Facilities
INV-10817,Northwind Traders,35389.52,03/27/2024,2024-03-27,2024-03-27 10:00:00,Possible duplicate payment,N/A
INV-10550,Umbrella Logistics,null,2024-10-01,2024-10-01,2024-10-01 16:12:00,Purchase order for Umbrella Logistics,Marketing
INV-10392,Ünïcode Vendörs Ltd.,"16,213.61",26/07/2023,"July 26, 2023",2023-07-26 13:45:00,Purchase order for Ünïcode Vendörs Ltd.,Procurement
INV-10188,Weyland-Yutani Corp,2176891.18,"November 18, 2024","November 18, 2024",2024-11-18 09:00:00,Vendor concentration test,Procurement
INV-10080,  Oscorp Chemical  ,379.68,26-Dec-2024,2024-12-26T00:00:00,2024-12-26 07:02:00,Purchase order for Oscorp Chemical,IT
INV-10285,  Hooli Cloud Services  ,"$29,365.41",2023-08-23T00:00:00,08/27/2023,2023-08-23 07:01:00,  Purchase order for Hooli Cloud Services  ,Procurement
INV-10104,Stark Materials Co.,11329.85,2023-08-13,08/14/2023,2023-08-13 09:00:00,Duplicate test group 4 copy 0,Procurement
INV-10024,Stark Materials Co.,25985.43,2023-02-03,"February 07, 2023",2023-02-03 17:39:00,Purchase order for Stark Materials Co.,Operations
INV-10794,Bluth Company,9348.85,08/01/2023,01/12/2023,2023-01-08 13:20:00,Purchase order for Bluth Company,Procurement
INV-10310,  Initech Consulting  ,30837.86,06/01/2023,04-Jun-2023,2023-06-01 14:29:00,Purchase order for Initech Consulting,Finance
INV-10218,Los Pollos Hermanos,3207.28,11/06/2023,2023-06-15T00:00:00,2023-06-11 17:29:00,  Purchase order for Los Pollos Hermanos  ,Finance
INV-10575,Wayne Enterprises,"$37,116.53",27-Oct-2023,"October 27, 2023",2023-10-27 10:05:00,Purchase order for Wayne Enterprises,null
INV-10121,None, 9404.63 ,2024-02-22,24/02/2024,2024-02-22 13:41:00,Purchase order for 北京贸易公司,IT
INV-10303,Massive Dynamic, 15873.48 ,25/12/2023,2023-12-29T00:00:00,2023-12-25 11:29:00,Purchase order for Massive Dynamic,-
INV-10753,Cyberdyne Systems,11000.00,2024-11-03T00:00:00,"November 03, 2024",2024-11-03 14:00:00,Round dollar test,Procurement
INV-10295,Vandelay Industries,21796.76,07/21/2023,07/24/2023,2023-07-21 17:20:00,  Purchase order for Vandelay Industries  ,Finance
INV-10071,🚀 Rocket Supplies Inc., 19000.00 ,03/23/2023,2023-03-23T00:00:00,2023-03-23 14:00:00,Round dollar test,Procurement
INV-11278,Los Pollos Hermanos,11974.62,2023-07-13T00:00:00,2023-07-14T00:00:00,2023-07-13 09:00:00,Duplicate test group 3 copy 1,Procurement
INV-10031,  Stark Materials Co.  ,3875.66,08/07/2024,2024-07-11T00:00:00,2024-07-08 13:58:00,  Purchase order for Stark Materials Co.  ,
INV-10147,Bluth Company,1015.50,31/03/2024,04-Apr-2024,2024-03-31 12:09:00,Purchase order for Bluth Company,Procurement
INV-11210,Initech Consulting,"$6,275.12",14/03/2023,2023-03-14,2023-03-14 14:40:00,Purchase order for Initech Consulting,Operations
INV-10211,  Globex Industrial  ,"6,297.88",24-Feb-2024,29-Feb-2024,2024-02-24 13:48:00,Purchase order for Globex Industrial,Marketing
INV-11441,Contoso Manufacturing,94055.64,2023-04-09,"April 09, 2023",2023-04-09 15:00:00,Materiality breach test,Finance
INV-10351,Genco Pura Olive Oil,27472.43,05/05/2023,2023-05-08,2023-05-05 13:02:00,Purchase order for Genco Pura Olive Oil,Operations
INV-10897,Tyrell Corporation,"$15,028.20",2023-01-21,2023-01-21,2023-01-21 10:00:00,Dormant vendor test,Procurement
INV-10926,Cyberdyne Systems,"2,492.25",2023-07-04T00:00:00,07/05/2023,2023-07-04 11:59:00,  Purchase order for Cyberdyne Systems  ,NA
INV-11491,Genco Pura Olive Oil,3710.43,04/09/2024,14/04/2024,2024-04-09 13:34:00,Purchase order for Genco Pura Olive Oil,
INV-11350,Acme Global Holdings,17429.39,06-Mar-2023,"March 09, 2023",2023-03-06 11:43:00,Purchase order for Acme Global Holdings,NaN
INV-11471,Tyrell Corporation,"$34,055.53",08/06/2024,06/11/2024,2024-06-08 18:28:00,NA,Operations
INV-11363,Gekko & Co Capital,"3,628.59",10/10/2023,2023-10-12,2023-10-10 10:25:00,Purchase order for Gekko & Co Capital,Procurement
INV-11152,Sterling Cooper Ads,19644.19,02-Jan-2023,03/01/2023,2023-01-02 13:15:00,Purchase order for Sterling Cooper Ads,Facilities
INV-10331,  Aperture Science  ,33752.06,--,2024-05-31T00:00:00,2024-05-28 17:55:00,Purchase order for Aperture Science,Marketing
INV-10501,Gekko & Co Capital,40254.47,12/04/2024,12-Apr-2024,2024-04-12 16:09:00,Purchase order for Gekko & Co Capital,N/A
INV-11250,Massive Dynamic,6952.97,2024-12-30T00:00:00,03/01/2025,2024-12-30 13:45:00,Purchase order for Massive Dynamic,
INV-10994,Aperture Science,43796.86,2023-05-16T00:00:00,17-May-2023,2023-05-16 07:29:00,Purchase order for Aperture Science,None
INV-10124,Contoso Manufacturing,17625.06,2023-07-10,2023-07-10,2023-07-10 10:11:00,Purchase order for Contoso Manufacturing,N/A
INV-11449,Aperture Science Test Labs,35218.24,2024-09-22T00:00:00,09/22/2024,2024-09-22 09:00:00,New vendor high value test,Procurement
INV-10066,None,20804.58,08/11/2024,11-Aug-2024,2024-08-11 13:45:00,Purchase order for Initech Consulting,Procurement
INV-11301,  Cyberdyne Systems  ,"17,177.22",06/01/2024,"January 07, 2024",2024-01-06 12:27:00,Purchase order for Cyberdyne Systems,
INV-11435,Aperture Science,10556.34,10/20/2024,10/24/2024,2024-10-20 09:45:00,  Purchase order for Aperture Science  ,
